,label,image,description
12272,forest,seg_train/seg_train/forest/16325.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12273,forest,seg_train/seg_train/forest/3243.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12274,forest,seg_train/seg_train/forest/9401.jpg, (B) The main object in the image is a forest.
12275,forest,seg_train/seg_train/forest/16891.jpg,
12276,forest,seg_train/seg_train/forest/9206.jpg, (B) The main object in the image is a forest.
12277,forest,seg_train/seg_train/forest/6990.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12278,forest,seg_train/seg_train/forest/1710.jpg," The image shows a scene in a forest. The main object in the image is a tree. The image also contains other objects, such as branches, leaves, and sunlight. (B)"
12279,forest,seg_train/seg_train/forest/10239.jpg, The image shows a scene in a forest. The main object in the image is a spider web. (B)
12280,forest,seg_train/seg_train/forest/1188.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12281,forest,seg_train/seg_train/forest/8427.jpg, The image shows a scene in a forest. The main object in the image is a tree. (B)
12282,forest,seg_train/seg_train/forest/19607.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12283,forest,seg_train/seg_train/forest/8554.jpg, The image is a black and white photo of a forest. The main objects in the image are trees. (B)
12284,forest,seg_train/seg_train/forest/9604.jpg," The image is a dark and moody forest. The trees are tall and the branches are thick, creating a dense canopy that blocks out the sun. The ground is covered in a thick layer of leaves and moss. There is a path leading through the forest, but it is barely visible in the gloom. The main object in the image is the forest. (B)"
12285,forest,seg_train/seg_train/forest/2800.jpg,
12286,forest,seg_train/seg_train/forest/4289.jpg,
12287,forest,seg_train/seg_train/forest/713.jpg,
12288,forest,seg_train/seg_train/forest/636.jpg,
12289,forest,seg_train/seg_train/forest/6662.jpg,
12290,forest,seg_train/seg_train/forest/1531.jpg,
12291,forest,seg_train/seg_train/forest/8459.jpg, The image is of a forest. The main object in the image is (B) forest.
12292,forest,seg_train/seg_train/forest/167.jpg,
12293,forest,seg_train/seg_train/forest/7665.jpg,
12294,forest,seg_train/seg_train/forest/6940.jpg,
12295,forest,seg_train/seg_train/forest/12336.jpg,
12296,forest,seg_train/seg_train/forest/15343.jpg,
12297,forest,seg_train/seg_train/forest/12679.jpg,
12298,forest,seg_train/seg_train/forest/123.jpg,
12299,forest,seg_train/seg_train/forest/8384.jpg,
12300,forest,seg_train/seg_train/forest/3863.jpg,
12301,forest,seg_train/seg_train/forest/12927.jpg,
12302,forest,seg_train/seg_train/forest/18077.jpg,
12303,forest,seg_train/seg_train/forest/15255.jpg,
12304,forest,seg_train/seg_train/forest/12855.jpg,
12305,forest,seg_train/seg_train/forest/1074.jpg,
12306,forest,seg_train/seg_train/forest/3873.jpg,
12307,forest,seg_train/seg_train/forest/9011.jpg,
12308,forest,seg_train/seg_train/forest/12370.jpg,
12309,forest,seg_train/seg_train/forest/10736.jpg,
12310,forest,seg_train/seg_train/forest/18567.jpg,
12311,forest,seg_train/seg_train/forest/15586.jpg,
12312,forest,seg_train/seg_train/forest/7590.jpg,
12313,forest,seg_train/seg_train/forest/18476.jpg,
12314,forest,seg_train/seg_train/forest/15683.jpg,
12315,forest,seg_train/seg_train/forest/5591.jpg,
12316,forest,seg_train/seg_train/forest/2399.jpg,
12317,forest,seg_train/seg_train/forest/269.jpg,
12318,forest,seg_train/seg_train/forest/9156.jpg,
12319,forest,seg_train/seg_train/forest/14538.jpg,
12320,forest,seg_train/seg_train/forest/19202.jpg,
12321,forest,seg_train/seg_train/forest/15841.jpg,
12322,forest,seg_train/seg_train/forest/16011.jpg,
12323,forest,seg_train/seg_train/forest/9586.jpg,
12324,forest,seg_train/seg_train/forest/13493.jpg,
12325,forest,seg_train/seg_train/forest/11162.jpg,
12326,forest,seg_train/seg_train/forest/5352.jpg,
12327,forest,seg_train/seg_train/forest/18441.jpg,
12328,forest,seg_train/seg_train/forest/7320.jpg,
12329,forest,seg_train/seg_train/forest/8113.jpg,
12330,forest,seg_train/seg_train/forest/768.jpg,
12331,forest,seg_train/seg_train/forest/10604.jpg,
12332,forest,seg_train/seg_train/forest/14933.jpg,
12333,forest,seg_train/seg_train/forest/19263.jpg,
12334,forest,seg_train/seg_train/forest/17420.jpg,
12335,forest,seg_train/seg_train/forest/1966.jpg,
12336,forest,seg_train/seg_train/forest/18502.jpg,
12337,forest,seg_train/seg_train/forest/10688.jpg,
12338,forest,seg_train/seg_train/forest/3559.jpg,
12339,forest,seg_train/seg_train/forest/3914.jpg,
12340,forest,seg_train/seg_train/forest/9672.jpg,
12341,forest,seg_train/seg_train/forest/8850.jpg,
12342,forest,seg_train/seg_train/forest/14670.jpg,
12343,forest,seg_train/seg_train/forest/1613.jpg,
12344,forest,seg_train/seg_train/forest/8689.jpg,
12345,forest,seg_train/seg_train/forest/1195.jpg,
12346,forest,seg_train/seg_train/forest/17625.jpg,
12347,forest,seg_train/seg_train/forest/17002.jpg,
12348,forest,seg_train/seg_train/forest/3211.jpg,
12349,forest,seg_train/seg_train/forest/19091.jpg,
12350,forest,seg_train/seg_train/forest/17179.jpg,
12351,forest,seg_train/seg_train/forest/5783.jpg,
12352,forest,seg_train/seg_train/forest/17321.jpg,
12353,forest,seg_train/seg_train/forest/10263.jpg,
12354,forest,seg_train/seg_train/forest/6661.jpg,
12355,forest,seg_train/seg_train/forest/13167.jpg,
12356,forest,seg_train/seg_train/forest/18189.jpg,
12357,forest,seg_train/seg_train/forest/1768.jpg,
12358,forest,seg_train/seg_train/forest/8559.jpg,
12359,forest,seg_train/seg_train/forest/6325.jpg,
12360,forest,seg_train/seg_train/forest/10464.jpg,
12361,forest,seg_train/seg_train/forest/8162.jpg,
12362,forest,seg_train/seg_train/forest/2859.jpg,
12363,forest,seg_train/seg_train/forest/1988.jpg,
12364,forest,seg_train/seg_train/forest/8579.jpg,
12365,forest,seg_train/seg_train/forest/4475.jpg,
12366,forest,seg_train/seg_train/forest/7231.jpg,
12367,forest,seg_train/seg_train/forest/2888.jpg,
12368,forest,seg_train/seg_train/forest/14897.jpg,
12369,forest,seg_train/seg_train/forest/1530.jpg,
12370,forest,seg_train/seg_train/forest/6851.jpg,
12371,forest,seg_train/seg_train/forest/1025.jpg,
12372,forest,seg_train/seg_train/forest/10240.jpg,
12373,forest,seg_train/seg_train/forest/14273.jpg,
12374,forest,seg_train/seg_train/forest/7833.jpg,
12375,forest,seg_train/seg_train/forest/3591.jpg,
12376,forest,seg_train/seg_train/forest/14702.jpg,
12377,forest,seg_train/seg_train/forest/10330.jpg,
12378,forest,seg_train/seg_train/forest/6902.jpg,
12379,forest,seg_train/seg_train/forest/4368.jpg,
12380,forest,seg_train/seg_train/forest/6653.jpg,
12381,forest,seg_train/seg_train/forest/10853.jpg,
12382,forest,seg_train/seg_train/forest/12404.jpg,
12383,forest,seg_train/seg_train/forest/19389.jpg,
12384,forest,seg_train/seg_train/forest/16658.jpg,
12385,forest,seg_train/seg_train/forest/4530.jpg,
12386,forest,seg_train/seg_train/forest/13121.jpg,
12387,forest,seg_train/seg_train/forest/1533.jpg,
12388,forest,seg_train/seg_train/forest/12364.jpg,
12389,forest,seg_train/seg_train/forest/17506.jpg,
12390,forest,seg_train/seg_train/forest/19070.jpg,
12391,forest,seg_train/seg_train/forest/6086.jpg,
12392,forest,seg_train/seg_train/forest/18137.jpg,
12393,forest,seg_train/seg_train/forest/2107.jpg,
12394,forest,seg_train/seg_train/forest/6258.jpg,
12395,forest,seg_train/seg_train/forest/13350.jpg,
12396,forest,seg_train/seg_train/forest/296.jpg,
12397,forest,seg_train/seg_train/forest/18913.jpg,
12398,forest,seg_train/seg_train/forest/4197.jpg,
12399,forest,seg_train/seg_train/forest/2333.jpg,
12400,forest,seg_train/seg_train/forest/12664.jpg,
12401,forest,seg_train/seg_train/forest/15777.jpg,
12402,forest,seg_train/seg_train/forest/3155.jpg,
12403,forest,seg_train/seg_train/forest/8537.jpg,
12404,forest,seg_train/seg_train/forest/2091.jpg,
12405,forest,seg_train/seg_train/forest/4310.jpg,
12406,forest,seg_train/seg_train/forest/16638.jpg,
12407,forest,seg_train/seg_train/forest/9125.jpg,
12408,forest,seg_train/seg_train/forest/9838.jpg,
12409,forest,seg_train/seg_train/forest/4096.jpg,
12410,forest,seg_train/seg_train/forest/1004.jpg,
12411,forest,seg_train/seg_train/forest/18795.jpg,
12412,forest,seg_train/seg_train/forest/10050.jpg,
12413,forest,seg_train/seg_train/forest/12096.jpg,
12414,forest,seg_train/seg_train/forest/5207.jpg,
12415,forest,seg_train/seg_train/forest/17051.jpg,
12416,forest,seg_train/seg_train/forest/3279.jpg,
12417,forest,seg_train/seg_train/forest/8087.jpg,
12418,forest,seg_train/seg_train/forest/18524.jpg,
12419,forest,seg_train/seg_train/forest/19983.jpg,
12420,forest,seg_train/seg_train/forest/10098.jpg,
12421,forest,seg_train/seg_train/forest/12539.jpg,
12422,forest,seg_train/seg_train/forest/4484.jpg,
12423,forest,seg_train/seg_train/forest/4690.jpg,
12424,forest,seg_train/seg_train/forest/5920.jpg,
12425,forest,seg_train/seg_train/forest/12457.jpg,
12426,forest,seg_train/seg_train/forest/8674.jpg,
12427,forest,seg_train/seg_train/forest/15156.jpg,
12428,forest,seg_train/seg_train/forest/18123.jpg,
12429,forest,seg_train/seg_train/forest/12213.jpg,
12430,forest,seg_train/seg_train/forest/16920.jpg,
12431,forest,seg_train/seg_train/forest/4052.jpg,
12432,forest,seg_train/seg_train/forest/7175.jpg,
12433,forest,seg_train/seg_train/forest/17143.jpg,
12434,forest,seg_train/seg_train/forest/12447.jpg,
12435,forest,seg_train/seg_train/forest/14621.jpg,
12436,forest,seg_train/seg_train/forest/10519.jpg,
12437,forest,seg_train/seg_train/forest/4029.jpg,
12438,forest,seg_train/seg_train/forest/1118.jpg,
12439,forest,seg_train/seg_train/forest/845.jpg,
12440,forest,seg_train/seg_train/forest/13033.jpg,
12441,forest,seg_train/seg_train/forest/5325.jpg,
12442,forest,seg_train/seg_train/forest/5139.jpg,
12443,forest,seg_train/seg_train/forest/8124.jpg,
12444,forest,seg_train/seg_train/forest/12094.jpg,
12445,forest,seg_train/seg_train/forest/16223.jpg,
12446,forest,seg_train/seg_train/forest/405.jpg,
12447,forest,seg_train/seg_train/forest/16007.jpg,
12448,forest,seg_train/seg_train/forest/3072.jpg,
12449,forest,seg_train/seg_train/forest/17857.jpg,
12450,forest,seg_train/seg_train/forest/18724.jpg,
12451,forest,seg_train/seg_train/forest/1625.jpg,
12452,forest,seg_train/seg_train/forest/2126.jpg,
12453,forest,seg_train/seg_train/forest/769.jpg,
12454,forest,seg_train/seg_train/forest/2914.jpg,
12455,forest,seg_train/seg_train/forest/10359.jpg,
12456,forest,seg_train/seg_train/forest/11655.jpg,
12457,forest,seg_train/seg_train/forest/11785.jpg,
12458,forest,seg_train/seg_train/forest/19741.jpg,
12459,forest,seg_train/seg_train/forest/15471.jpg,
12460,forest,seg_train/seg_train/forest/6287.jpg,
12461,forest,seg_train/seg_train/forest/18243.jpg,
12462,forest,seg_train/seg_train/forest/11446.jpg,
12463,forest,seg_train/seg_train/forest/17470.jpg,
12464,forest,seg_train/seg_train/forest/17706.jpg,
12465,forest,seg_train/seg_train/forest/17336.jpg,
12466,forest,seg_train/seg_train/forest/16032.jpg,
12467,forest,seg_train/seg_train/forest/19946.jpg,
12468,forest,seg_train/seg_train/forest/10510.jpg,
12469,forest,seg_train/seg_train/forest/16585.jpg,
12470,forest,seg_train/seg_train/forest/12967.jpg,
12471,forest,seg_train/seg_train/forest/10868.jpg,
12472,forest,seg_train/seg_train/forest/13503.jpg,
12473,forest,seg_train/seg_train/forest/11553.jpg,
12474,forest,seg_train/seg_train/forest/8732.jpg,
12475,forest,seg_train/seg_train/forest/10051.jpg,
12476,forest,seg_train/seg_train/forest/16001.jpg,
12477,forest,seg_train/seg_train/forest/7032.jpg,
12478,forest,seg_train/seg_train/forest/11519.jpg,
12479,forest,seg_train/seg_train/forest/18625.jpg,
12480,forest,seg_train/seg_train/forest/2793.jpg,
12481,forest,seg_train/seg_train/forest/18690.jpg,
12482,forest,seg_train/seg_train/forest/2222.jpg,
12483,forest,seg_train/seg_train/forest/16757.jpg,
12484,forest,seg_train/seg_train/forest/12156.jpg,
12485,forest,seg_train/seg_train/forest/11679.jpg,
12486,forest,seg_train/seg_train/forest/7009.jpg,
12487,forest,seg_train/seg_train/forest/16549.jpg,
12488,forest,seg_train/seg_train/forest/13687.jpg,
12489,forest,seg_train/seg_train/forest/9912.jpg,
12490,forest,seg_train/seg_train/forest/270.jpg,
12491,forest,seg_train/seg_train/forest/15038.jpg,
12492,forest,seg_train/seg_train/forest/17056.jpg,
12493,forest,seg_train/seg_train/forest/19945.jpg,
12494,forest,seg_train/seg_train/forest/10379.jpg,
12495,forest,seg_train/seg_train/forest/6789.jpg,
12496,forest,seg_train/seg_train/forest/4509.jpg,
12497,forest,seg_train/seg_train/forest/19868.jpg,
12498,forest,seg_train/seg_train/forest/15163.jpg,
12499,forest,seg_train/seg_train/forest/15517.jpg,
12500,forest,seg_train/seg_train/forest/4568.jpg,
12501,forest,seg_train/seg_train/forest/7873.jpg,
12502,forest,seg_train/seg_train/forest/5769.jpg,
12503,forest,seg_train/seg_train/forest/14131.jpg,
12504,forest,seg_train/seg_train/forest/12644.jpg,
12505,forest,seg_train/seg_train/forest/3949.jpg,
12506,forest,seg_train/seg_train/forest/10721.jpg,
12507,forest,seg_train/seg_train/forest/18882.jpg,
12508,forest,seg_train/seg_train/forest/17811.jpg,
12509,forest,seg_train/seg_train/forest/16251.jpg,
12510,forest,seg_train/seg_train/forest/17222.jpg,
12511,forest,seg_train/seg_train/forest/853.jpg,
12512,forest,seg_train/seg_train/forest/11344.jpg,
12513,forest,seg_train/seg_train/forest/524.jpg,
12514,forest,seg_train/seg_train/forest/11294.jpg,
12515,forest,seg_train/seg_train/forest/9606.jpg,
12516,forest,seg_train/seg_train/forest/3583.jpg,
12517,forest,seg_train/seg_train/forest/14786.jpg,
12518,forest,seg_train/seg_train/forest/14972.jpg,
12519,forest,seg_train/seg_train/forest/5413.jpg,
12520,forest,seg_train/seg_train/forest/6127.jpg,
12521,forest,seg_train/seg_train/forest/9013.jpg,
12522,forest,seg_train/seg_train/forest/11683.jpg,
12523,forest,seg_train/seg_train/forest/3384.jpg,
12524,forest,seg_train/seg_train/forest/3458.jpg,
12525,forest,seg_train/seg_train/forest/16365.jpg,
12526,forest,seg_train/seg_train/forest/17217.jpg,
12527,forest,seg_train/seg_train/forest/6035.jpg,
12528,forest,seg_train/seg_train/forest/19640.jpg,
12529,forest,seg_train/seg_train/forest/16778.jpg,
12530,forest,seg_train/seg_train/forest/3877.jpg,
12531,forest,seg_train/seg_train/forest/9300.jpg,
12532,forest,seg_train/seg_train/forest/19299.jpg,
12533,forest,seg_train/seg_train/forest/5360.jpg,
12534,forest,seg_train/seg_train/forest/1402.jpg,
12535,forest,seg_train/seg_train/forest/5824.jpg,
12536,forest,seg_train/seg_train/forest/9994.jpg,
12537,forest,seg_train/seg_train/forest/14617.jpg,
12538,forest,seg_train/seg_train/forest/16711.jpg,
12539,forest,seg_train/seg_train/forest/7793.jpg,
12540,forest,seg_train/seg_train/forest/8277.jpg,
12541,forest,seg_train/seg_train/forest/14951.jpg,
12542,forest,seg_train/seg_train/forest/1063.jpg,
12543,forest,seg_train/seg_train/forest/19832.jpg,
12544,forest,seg_train/seg_train/forest/18263.jpg,
12545,forest,seg_train/seg_train/forest/1863.jpg,
12546,forest,seg_train/seg_train/forest/7062.jpg,
12547,forest,seg_train/seg_train/forest/3613.jpg,
12548,forest,seg_train/seg_train/forest/663.jpg,
12549,forest,seg_train/seg_train/forest/1430.jpg,
12550,forest,seg_train/seg_train/forest/14385.jpg,
12551,forest,seg_train/seg_train/forest/10601.jpg,
12552,forest,seg_train/seg_train/forest/6765.jpg,
12553,forest,seg_train/seg_train/forest/8033.jpg,
12554,forest,seg_train/seg_train/forest/19688.jpg, The image shows a dense forest with green vegetation. The sun can be seen shining through the trees. There is a large rock in the foreground. (B)
12555,forest,seg_train/seg_train/forest/1505.jpg,
12556,forest,seg_train/seg_train/forest/9781.jpg,
12557,forest,seg_train/seg_train/forest/11740.jpg,
12558,forest,seg_train/seg_train/forest/1736.jpg,
12559,forest,seg_train/seg_train/forest/231.jpg,
12560,forest,seg_train/seg_train/forest/1871.jpg,
12561,forest,seg_train/seg_train/forest/267.jpg,
12562,forest,seg_train/seg_train/forest/2600.jpg,
12563,forest,seg_train/seg_train/forest/9149.jpg,
12564,forest,seg_train/seg_train/forest/18350.jpg,
12565,forest,seg_train/seg_train/forest/6666.jpg,
12566,forest,seg_train/seg_train/forest/6517.jpg,
12567,forest,seg_train/seg_train/forest/7128.jpg,
12568,forest,seg_train/seg_train/forest/11830.jpg,
12569,forest,seg_train/seg_train/forest/17295.jpg,
12570,forest,seg_train/seg_train/forest/11697.jpg,
12571,forest,seg_train/seg_train/forest/17900.jpg,
12572,forest,seg_train/seg_train/forest/18417.jpg,
12573,forest,seg_train/seg_train/forest/4581.jpg,
12574,forest,seg_train/seg_train/forest/9658.jpg,
12575,forest,seg_train/seg_train/forest/11967.jpg,
12576,forest,seg_train/seg_train/forest/14104.jpg,
12577,forest,seg_train/seg_train/forest/1410.jpg,
12578,forest,seg_train/seg_train/forest/9904.jpg,
12579,forest,seg_train/seg_train/forest/19718.jpg,
12580,forest,seg_train/seg_train/forest/8389.jpg,
12581,forest,seg_train/seg_train/forest/6099.jpg,
12582,forest,seg_train/seg_train/forest/17239.jpg,
12583,forest,seg_train/seg_train/forest/7915.jpg,
